,Height,Weight,Gender_Female,Gender_Male
0,187.57142322448811,109.95161962747136,False,True
1,174.70603627656138,73.7774875096818,False,True
2,188.23966769513365,96.70038888931818,False,True
3,182.19668514447775,100.01930468321682,False,True
4,177.49976148723286,93.79536391994135,False,True
5,170.8226598470285,69.18734352594682,False,True
6,174.71410637922045,83.60358572910499,False,True
7,173.60522939943328,76.35050476795863,False,True
8,170.22813214372283,79.96792745259545,False,True
9,161.17949470505067,71.09076199414181,False,True
10,180.83627099875525,84.82042070925363,False,True
11,181.96764500282032,97.15507704064136,False,True
12,164.50647599885,75.9670277606709,False,True
13,175.9789980456698,86.11190063033546,False,True
14,175.87907986372045,84.74280364601772,False,True
15,171.81987403906984,78.26678639005318,False,True
16,183.942524230009,89.10386651385545,False,True
17,162.49478733149493,78.58339554944546,False,True
18,176.88575214537084,84.53816253324091,False,True
19,172.55745232918412,82.92120364237546,False,True
20,172.50422749230435,79.1436041279059,False,True
21,176.37617726482034,89.87791891578182,False,True
22,168.01879518063035,67.80616636726137,False,True
23,191.02317298012184,103.9826275523618,False,True
24,172.4487187000549,73.6393872037668,False,True
25,173.08584330743003,87.42908026326681,False,True
26,175.48766382947102,83.83417018563908,False,True
27,184.91414253191076,94.01281337288817,False,True
28,171.24995539556042,79.64269199964862,False,True
29,173.98089500648203,70.15574496634316,False,True
30,174.29000079752274,85.23038325263954,False,True
31,188.04587135903623,96.77737514796408,False,True
32,181.6816687303501,88.65101965174317,False,True
33,175.71760919290577,93.26528242789591,False,True
34,176.7260940081211,92.8018752200459,False,True
35,178.81835937672955,87.68341594302227,False,True
36,175.45347476554045,89.76738299951136,False,True
37,170.6715491381159,83.55044237852317,False,True
38,167.15058176352375,74.47810221755546,False,True
39,163.3326372445611,74.14000779435591,False,True
40,172.65481401707962,78.24345336673863,False,True
41,183.36114193640202,88.202456771845,False,True
42,165.7866776310601,76.64443009285999,False,True
43,167.86905053573216,73.26974208937362,False,True
44,171.47621664991306,74.84558057454862,False,True
45,178.06615708809903,85.87377415966999,False,True
46,173.35966455980267,85.02752371081863,False,True
47,183.31868115412516,95.03221063193271,False,True
48,175.7168383519486,87.27924336909318,False,True
49,185.0907147739769,96.06477128165453,False,True
50,164.54776076408726,75.27801190102272,False,True
51,178.26621671420858,91.39632640889454,False,True
52,173.96828364246608,78.82907288481863,False,True
53,171.02031043778115,82.45803603906226,False,True
54,170.15699796960894,77.1535033637509,False,True
55,168.90885674663477,74.23160377712453,False,True
56,173.61676388185296,86.23191361020727,False,True
57,179.7671260388094,87.32947606644,False,True
58,180.88844612045608,90.09021095799999,False,True
59,177.8339479866312,95.23931810778454,False,True
60,181.3640828407276,90.34536029993589,False,True
61,176.66209294087304,90.03614711565362,False,True
62,187.49907777673553,88.76846008623954,False,True
63,170.172082190715,74.97422863500135,False,True
64,181.40290336845038,81.75631924513499,False,True
65,165.80942253087093,70.56837304274954,False,True
66,173.41644634454013,83.87245056753363,False,True
67,184.8240396637097,100.30820066603772,False,True
68,172.97242469288085,83.32393423055454,False,True
69,174.99763342330976,89.29605104144682,False,True
70,175.99535530679523,83.90709468194227,False,True
71,179.12899028957952,94.33310841752,False,True
72,176.94586207535545,80.54587670561273,False,True
73,171.6919827721059,74.14000100426408,False,True
74,184.17062576546343,98.28101368760682,False,True
75,180.98258343367382,93.02522446469226,False,True
76,182.39533469899166,91.32753237249771,False,True
77,183.5027203172998,100.40989540051909,False,True
78,168.94207425877414,89.29539106399181,False,True
79,167.71374637223823,76.65491365409773,False,True
80,171.6459710145469,82.46941500369363,False,True
81,173.34628424812547,90.29939696655363,False,True
82,187.51836258668223,108.14397084690226,False,True
83,177.29825947564564,78.65511632237863,False,True
84,167.53732757364295,73.03814392721772,False,True
85,180.54070464239254,85.72859957757544,False,True
86,169.15433920450758,94.70258819777682,False,True
87,175.13689913577448,87.92505384194136,False,True
88,173.34093295245825,79.14076990482727,False,True
89,183.68473581202682,89.71299511333409,False,True
90,182.41116794180826,91.64575761261,False,True
91,165.70210577785005,82.27816965471091,False,True
92,179.42694643045218,82.78294817211817,False,True
93,164.4190910170277,80.70421064698681,False,True
94,170.44302000331504,74.98844576476135,False,True
95,165.39841161563606,75.32596008641227,False,True
96,182.12113441846498,87.7700743377559,False,True
97,169.7555106430556,82.12903953220773,False,True
98,168.83703916425623,78.53351042200545,False,True
99,176.3052766003339,80.66846192260817,False,True
100,177.93253078529222,91.28124423329726,False,True
101,169.52875581598627,76.24535242922818,False,True
102,168.33679595315257,70.17982944510591,False,True
103,173.5542579020041,80.90214936540318,False,True
104,177.99275601589463,83.6085713439909,False,True
105,174.5817898977854,81.4567191220909,False,True
106,171.59237020516503,72.07635790246272,False,True
107,168.284226638376,75.68342347406454,False,True
108,175.72279480866203,78.17439891452545,False,True
